"id","categorie_id","nom","description","prix","status","mise_avant","image","stock","available","created_at","updated_at","user_id"
"9c8a13ad-2707-4a5b-8523-7fc62d14d953","9c7f5966-957f-49b8-a6b3-59a8acd58b98","CARILLONADE MERLOT","Région : Ce vin est souvent produit dans des régions viticoles réputées telles que le Bordeaux en France, bien que le cépage Merlot soit cultivé dans de nombreux autres pays.
Terroir : Le sol et le climat jouent un rôle crucial dans le développement des arômes et des saveurs du Merlot. Les sols argileux et calcaires sont particulièrement favorables.
Caractéristiques du Cépage
Cépage : Merlot
Couleur : Rouge
Robe : La Carillonnade Merlot présente généralement une robe rubis profonde avec des reflets violets.
Profil Aromatique et Gustatif
Arômes : Ce vin est connu pour ses arômes fruités dominants tels que la cerise noire, la prune et la mûre. On peut également y détecter des notes subtiles de chocolat, de vanille, et parfois une pointe de tabac ou de cuir.
Saveurs : En bouche, la Carillonnade Merlot est souvent ronde et souple, avec des tanins doux. Les saveurs fruitées se confirment, accompagnées de nuances épicées et boisées, surtout si le vin a été vieilli en fûts de chêne.
Accords Mets et Vins
Viandes : Ce vin s'accorde bien avec des viandes rouges grillées, des rôtis, et même des plats mijotés.
Fromages : Il peut également être apprécié avec des fromages à pâte molle ou moyennement affinés.
Plats : Les plats à base de champignons, de sauces riches, ou de légumes grillés se marient bien avec la Carillonnade Merlot.
Température de Service et Potentiel de Garde
Température de Service : Il est recommandé de servir ce vin à une température comprise entre 16 et 18°C pour apprécier pleinement ses arômes et saveurs.
Potentiel de Garde : La Carillonnade Merlot peut être consommée jeune pour profiter de ses arômes fruités frais, mais elle peut également être vieillie pendant quelques années pour développer des saveurs plus complexes et des tanins plus fondus.
En somme, la Carillonnade Merlot est un vin élégant et polyvalent, apprécié pour sa rondeur en bouche et ses arômes fruités intenses.","4200","1","1","1723813703.jpg","500","en stock","2024-07-16 22:21:35","2024-10-01 00:28:56","9c872aaa-e4bc-4fea-b083-bb57512a4322"
"9c8a1518-033c-4724-b8db-916e236e199c","9cc2740a-2bfd-4e90-8aa1-f78a9f625dc7","CARILLONADE BORDEAUX","Région : Bordeaux, France
Terroir : La région de Bordeaux est réputée pour ses sols variés, comprenant des graves, des argiles et des calcaires, ainsi que pour son climat tempéré idéal pour la viticulture.
Caractéristiques des Cépages
Cépages : La Carillonnade Bordeaux est typiquement un assemblage des principaux cépages bordelais, tels que le Merlot, le Cabernet Sauvignon, et parfois le Cabernet Franc.
Couleur : Rouge
Robe : Ce vin présente une robe rubis foncé avec des reflets pourpres.
Profil Aromatique et Gustatif
Arômes : La Carillonnade Bordeaux offre un bouquet complexe d'arômes. On y trouve des notes de fruits noirs tels que la mûre et la cerise noire, des touches de cassis, ainsi que des nuances épicées, boisées et parfois une pointe de tabac ou de cèdre.
Saveurs : En bouche, ce vin est équilibré et structuré, avec des tanins fermes mais souples. Les saveurs de fruits noirs et de cassis sont complétées par des notes de vanille et d'épices, surtout si le vin a été vieilli en fûts de chêne.
Accords Mets et Vins
Viandes : La Carillonnade Bordeaux se marie parfaitement avec des viandes rouges grillées, des rôtis, des gibiers, et des plats en sauce.
Fromages : Il accompagne bien des fromages affinés, notamment les fromages à pâte dure comme le Comté ou le Gruyère.
Plats : Ce vin peut également être apprécié avec des plats de cuisine française traditionnelle, comme le confit de canard ou le bœuf bourguignon.
Température de Service et Potentiel de Garde
Température de Service : Il est conseillé de servir ce vin à une température comprise entre 16 et 18°C pour permettre aux arômes et saveurs de s'exprimer pleinement.
Potentiel de Garde : La Carillonnade Bordeaux a un bon potentiel de garde, pouvant être conservée pendant 5 à 10 ans ou plus, selon le millésime, pour développer des arômes plus complexes et des tanins plus fondus.
Conclusion
En résumé, la Carillonnade Bordeaux est un vin élégant et bien équilibré, représentatif du savoir-faire bordelais. Il séduit par son bouquet aromatique complexe, sa structure en bouche et sa capacité à accompagner une grande variété de plats.","4500","1","1","1723813724.jpg","700","en stock","2024-07-16 22:25:33","2024-08-24 16:37:48","9c872aaa-e4bc-4fea-b083-bb57512a4322"
"9c8a1dea-6ce9-4f01-8b9e-16aeeb2ed275","9cc2740a-2bfd-4e90-8aa1-f78a9f625dc7","CHARDONNAY CARILLONADE","Région : Le Chardonnay est un cépage cultivé dans de nombreuses régions viticoles du monde. Si la Carillonnade Chardonnay provient de Bordeaux, elle bénéficiera des caractéristiques climatiques et géologiques de cette région.
Terroir : Le terroir de Bordeaux est connu pour ses sols variés, incluant du calcaire, de l'argile et du gravier, ce qui peut apporter une grande complexité au vin.
Caractéristiques du Cépage
Cépage : Chardonnay
Couleur : Blanc
Robe : La Carillonnade Chardonnay présente généralement une robe jaune pâle avec des reflets dorés.
Profil Aromatique et Gustatif
Arômes : Ce vin est souvent caractérisé par des arômes de fruits frais comme la pomme verte, la poire, et les agrumes. On peut également trouver des notes florales et parfois des touches beurrées ou vanillées si le vin a été fermenté ou élevé en fûts de chêne.
Saveurs : En bouche, la Carillonnade Chardonnay est généralement fraîche et équilibrée, avec une bonne acidité. Les saveurs de fruits se confirment, accompagnées de notes subtiles de noisette, de brioche ou de minéralité, selon le style de vinification.
Accords Mets et Vins
Fruits de Mer : Ce vin s'accorde très bien avec les fruits de mer, comme les huîtres, les crevettes et les coquilles Saint-Jacques.
Poissons : Il est également idéal avec les poissons grillés ou en sauce.
Fromages : Les fromages à pâte molle comme le brie ou le camembert sont d'excellents compagnons.
Plats : Les plats à base de volaille, les risottos et les plats végétariens à base de légumes verts se marient bien avec le Chardonnay.
Température de Service et Potentiel de Garde
Température de Service : Il est recommandé de servir ce vin à une température comprise entre 10 et 12°C pour apprécier pleinement ses arômes et saveurs.
Potentiel de Garde : La Carillonnade Chardonnay peut être consommée jeune pour profiter de sa fraîcheur, mais certains millésimes peuvent être gardés pendant quelques années pour développer des arômes plus complexes.
Conclusion
La Carillonnade Chardonnay est un vin blanc élégant et polyvalent, apprécié pour sa fraîcheur et ses arômes fruités. Que ce soit pour accompagner un repas ou pour être dégusté seul, ce vin saura séduire les amateurs de Chardonnay par son équilibre et sa finesse.","4500","1","1","1721170949.jpg","400","en stock","2024-07-16 22:50:13","2024-10-01 08:11:41","9c872aaa-e4bc-4fea-b083-bb57512a4322"
"9c8a2568-a63f-48b8-b706-603bcbda4822","9cc2745b-c791-4f80-90af-95cfd3660fae","PARIS SEDUCTION","Région : Bien que le nom évoque Paris, la production de vin n'est pas courante dans cette région. Le Paris Séduction Blanc est probablement élaboré à partir de raisins cultivés dans des régions viticoles françaises réputées, telles que la Loire, la Bourgogne ou Bordeaux.
Terroir : Le terroir dépendra de la région de provenance des raisins, mais la France offre une variété de sols et de climats qui contribuent à la diversité et à la qualité de ses vins.
Caractéristiques des Cépages
Cépages : Le Paris Séduction Blanc pourrait être un assemblage de plusieurs cépages ou être produit à partir d'un seul cépage comme le Sauvignon Blanc, le Chardonnay, le Chenin Blanc ou un autre cépage blanc typique de France.
Couleur : Blanc
Robe : Ce vin présente une robe jaune pâle avec des reflets verdâtres ou dorés.
Profil Aromatique et Gustatif
Arômes : Le Paris Séduction Blanc est souvent caractérisé par des arômes de fruits frais comme la pomme verte, la poire, le citron et parfois des notes tropicales telles que l'ananas ou le fruit de la passion. On peut également y trouver des nuances florales et minérales.
Saveurs : En bouche, ce vin est généralement vif et rafraîchissant, avec une bonne acidité. Les saveurs fruitées se confirment, accompagnées de notes subtiles de fleurs blanches, de miel ou de minéralité, selon le cépage et le terroir.
Accords Mets et Vins
Fruits de Mer : Ce vin s'accorde parfaitement avec les fruits de mer tels que les huîtres, les crevettes et les coquillages.
Poissons : Il accompagne bien les poissons grillés, en sauce ou les sushis.
Fromages : Les fromages à pâte molle comme le chèvre frais ou le brie sont d'excellents compagnons.
Plats : Les salades, les plats à base de volaille ou de légumes frais, et les plats asiatiques légers se marient bien avec ce vin.
Température de Service et Potentiel de Garde
Température de Service : Il est recommandé de servir ce vin à une température comprise entre 8 et 10°C pour apprécier pleinement ses arômes et saveurs.
Potentiel de Garde : Le Paris Séduction Blanc est conçu pour être consommé jeune afin de profiter de sa fraîcheur et de ses arômes fruités. Toutefois, certains vins blancs peuvent être gardés pendant quelques années pour développer des arômes plus complexes.
Conclusion
En résumé, le Paris Séduction Blanc est un vin blanc élégant et rafraîchissant, idéal pour les amateurs de vins frais et fruités. Il séduit par son bouquet aromatique, sa vivacité en bouche et sa capacité à accompagner une grande variété de plats. Que ce soit pour un apéritif entre amis ou pour accompagner un repas, ce vin blanc saura charmer les palais les plus exigeants.","3000","0","1","1721171470.jpg","700","rupture de stock","2024-07-16 23:11:10","2024-10-02 13:38:31","9c872aaa-e4bc-4fea-b083-bb57512a4322"
"9c8a26e3-cb79-43c7-b254-48b96e294000","9cc279bc-27be-49c8-9351-1db407e5a57d","PARIS SEDUCTION ROUGE","Région : Comme pour le Paris Séduction Blanc, le Paris Rouge est probablement élaboré à partir de raisins cultivés dans des régions viticoles réputées de France, comme Bordeaux, la Bourgogne, la vallée du Rhône ou le Languedoc.
Terroir : Les terroirs de France sont diversifiés, incluant des sols argileux, calcaires, graveleux et des climats tempérés qui contribuent à la complexité et à la qualité des vins.
Caractéristiques des Cépages
Cépages : Le Paris Rouge peut être un assemblage de plusieurs cépages ou être produit à partir d'un seul cépage typique de la région d'origine, comme le Merlot, le Cabernet Sauvignon, le Pinot Noir, le Syrah ou le Grenache.
Couleur : Rouge
Robe : Ce vin présente généralement une robe rubis profond avec des reflets pourpres ou grenat.
Profil Aromatique et Gustatif
Arômes : Le Paris Rouge est souvent caractérisé par des arômes de fruits rouges et noirs comme la cerise, la framboise, la mûre et le cassis. On peut également trouver des notes épicées, boisées, de vanille, de tabac ou de cuir, surtout si le vin a été vieilli en fûts de chêne.
Saveurs : En bouche, ce vin est souvent riche et structuré, avec des tanins bien présents mais souples. Les saveurs de fruits mûrs se confirment, accompagnées de nuances épicées et parfois chocolatées ou terreuses selon le cépage et le terroir.
Accords Mets et Vins
Viandes : Le Paris Rouge se marie bien avec les viandes rouges grillées, les rôtis, les steaks, l'agneau et les plats mijotés.
Fromages : Il accompagne parfaitement les fromages affinés comme le camembert, le roquefort, le brie et le comté.
Plats : Ce vin peut également être apprécié avec des plats de cuisine française traditionnelle, comme le coq au vin, le cassoulet ou le bœuf bourguignon, ainsi que des plats italiens comme les lasagnes ou les pâtes à la bolognaise.
Température de Service et Potentiel de Garde
Température de Service : Il est recommandé de servir ce vin à une température comprise entre 16 et 18°C pour permettre aux arômes et saveurs de s'exprimer pleinement.
Potentiel de Garde : Le Paris Rouge a un bon potentiel de garde, pouvant être conservé pendant 5 à 10 ans ou plus, selon le millésime et les conditions de stockage, pour développer des arômes plus complexes et des tanins plus fondus.
Conclusion
En résumé, le Paris Rouge est un vin rouge élégant et bien équilibré, représentatif du savoir-faire viticole français. Il séduit par son bouquet aromatique complexe, sa structure en bouche et sa capacité à accompagner une grande variété de plats. Que ce soit pour une occasion spéciale ou un repas convivial, ce vin rouge saura satisfaire les amateurs de vins riches et généreux.","3000","0","0","1721172422.jpg","300","en stock","2024-07-16 23:15:18","2024-09-03 08:17:01","9c872aaa-e4bc-4fea-b083-bb57512a4322"
"9c8a2cb8-de6b-4488-9502-ecf0d3a26430","9cc279bc-27be-49c8-9351-1db407e5a57d","MARQUIS DE ROTHBERG CABERNET","Région : Le Marquis de Rothberg Cabernet peut être produit dans diverses régions viticoles, notamment en France. Les régions célèbres pour le Cabernet Sauvignon incluent Bordeaux, mais aussi des zones en Languedoc ou dans d'autres régions du sud de la France.
Terroir : Le sol et le climat influencent grandement les caractéristiques du vin. Les sols graveleux et calcaires, combinés à un climat tempéré avec des étés chauds et des hivers doux, sont idéaux pour le Cabernet Sauvignon.
Caractéristiques du Cépage
Cépage : Cabernet Sauvignon
Couleur : Rouge
Robe : Le Marquis de Rothberg Cabernet présente généralement une robe rubis foncé avec des reflets pourpres.
Profil Aromatique et Gustatif
Arômes : Ce vin est typiquement riche en arômes de fruits noirs tels que le cassis, la mûre et la cerise noire. On peut également détecter des notes de poivron vert, de menthe, de cèdre, de vanille et de tabac, surtout si le vin a été vieilli en fûts de chêne.
Saveurs : En bouche, le Marquis de Rothberg Cabernet est puissant et bien structuré, avec des tanins fermes mais équilibrés. Les saveurs de fruits noirs se confirment, accompagnées de nuances épicées, boisées et parfois de chocolat ou de café, selon le mode de vinification et l'élevage.
Accords Mets et Vins
Viandes : Ce vin se marie parfaitement avec les viandes rouges grillées, les steaks, l'agneau, le gibier et les plats en sauce.
Fromages : Il accompagne bien les fromages à pâte dure et affinés comme le cheddar, le gouda vieilli, et le comté.
Plats : Les plats riches et savoureux tels que le bœuf bourguignon, les côtes de bœuf, les ragoûts et les plats à base de champignons se marient bien avec ce vin.
Température de Service et Potentiel de Garde
Température de Service : Il est recommandé de servir ce vin à une température comprise entre 16 et 18°C pour permettre aux arômes et saveurs de s'exprimer pleinement.
Potentiel de Garde : Le Marquis de Rothberg Cabernet a un excellent potentiel de garde, pouvant être conservé pendant 10 à 15 ans ou plus, selon le millésime et les conditions de stockage. Avec le temps, les tanins s'assoupliront et les arômes évolueront vers des notes plus complexes et mûres.
Conclusion
En résumé, le Marquis de","3950","1","1","1724115237.jpg","800","en stock","2024-07-16 23:31:37","2024-08-30 15:05:07","9c872aaa-e4bc-4fea-b083-bb57512a4322"
"9c8a2d98-0ceb-4ca7-98f9-3740765c5268","9c7f5966-957f-49b8-a6b3-59a8acd58b98","MARQUIS DE ROTHBERG MERLOT","Région : Le Marquis de Rothberg Merlot est probablement produit dans une région viticole réputée pour le Merlot, telle que Bordeaux en France, mais il pourrait aussi provenir d'autres régions propices à la culture du Merlot.
Terroir : Les sols argileux et calcaires, combinés à un climat tempéré avec des étés chauds et des hivers doux, sont idéaux pour le Merlot, permettant au cépage de développer des arômes riches et une texture veloutée.
Caractéristiques du Cépage
Cépage : Merlot
Couleur : Rouge
Robe : Le Marquis de Rothberg Merlot présente généralement une robe rubis profonde avec des reflets pourpres.
Profil Aromatique et Gustatif
Arômes : Ce vin est typiquement riche en arômes de fruits rouges et noirs tels que la cerise, la prune, la mûre et le cassis. On peut également y détecter des notes de chocolat, de vanille, de réglisse et parfois une touche de tabac ou de cuir, surtout si le vin a été vieilli en fûts de chêne.
Saveurs : En bouche, le Marquis de Rothberg Merlot est souvent rond et souple, avec des tanins doux et bien intégrés. Les saveurs fruitées se confirment, accompagnées de nuances épicées et boisées, offrant une texture veloutée et une finale persistante.
Accords Mets et Vins
Viandes : Ce vin se marie parfaitement avec les viandes rouges grillées, les rôtis, le porc, l'agneau et les plats mijotés.
Fromages : Il accompagne bien les fromages à pâte molle et moyennement affinés comme le brie, le camembert, et le gouda.
Plats : Les plats à base de champignons, les pâtes avec des sauces riches, les risottos et les légumes grillés se marient bien avec ce vin.
Température de Service et Potentiel de Garde
Température de Service : Il est recommandé de servir ce vin à une température comprise entre 16 et 18°C pour apprécier pleinement ses arômes et saveurs.
Potentiel de Garde : Le Marquis de Rothberg Merlot peut être consommé jeune pour profiter de ses arômes fruités frais, mais il peut également être vieilli pendant quelques années (5 à 10 ans) pour développer des arômes plus complexes et des tanins plus fondus.
Conclusion
En résumé, le Marquis de Rot","4000","1","1","1721214750.jpg","700","en stock","2024-07-16 23:34:03","2024-10-01 01:59:36","9c872aaa-e4bc-4fea-b083-bb57512a4322"
"9c8a2e73-10e0-43ab-a2b1-f0496b1287dd","9cc279bc-27be-49c8-9351-1db407e5a57d","CHEVALIER LICHINE CABERNET","Région : Le Chevalier Lichine Cabernet est probablement produit dans des régions viticoles réputées pour le Cabernet Sauvignon, telles que Bordeaux en France, où ce cépage est largement cultivé.
Terroir : Le sol et le climat de la région d'origine jouent un rôle crucial dans le développement des caractéristiques du vin. Les sols graveleux, calcaires et argileux combinés à un climat tempéré sont idéaux pour le Cabernet Sauvignon.
Caractéristiques du Cépage
Cépage : Cabernet Sauvignon
Couleur : Rouge
Robe : Le Chevalier Lichine Cabernet présente généralement une robe rubis profond avec des reflets pourpres ou grenat.
Profil Aromatique et Gustatif
Arômes : Ce vin est typiquement riche en arômes de fruits noirs tels que le cassis, la mûre et la cerise noire. On peut également y trouver des notes de poivron vert, de menthe, de cèdre, de vanille et de tabac, surtout si le vin a été vieilli en fûts de chêne.
Saveurs : En bouche, le Chevalier Lichine Cabernet est puissant et bien structuré, avec des tanins fermes mais équilibrés. Les saveurs de fruits noirs se confirment, accompagnées de nuances épicées, boisées et parfois chocolatées ou terreuses, selon le mode de vinification et l'élevage.
Accords Mets et Vins
Viandes : Ce vin se marie parfaitement avec les viandes rouges grillées, les steaks, l'agneau, le gibier et les plats en sauce.
Fromages : Il accompagne bien les fromages à pâte dure et affinés comme le cheddar, le gouda vieilli, et le comté.
Plats : Les plats riches et savoureux tels que le bœuf bourguignon, les cô","3200","1","1","1723744703.jpg","600","en stock","2024-07-16 23:36:27","2024-08-24 16:49:41","9c872aaa-e4bc-4fea-b083-bb57512a4322"
"9c8a2f05-6eac-461b-9016-ef4c8a6f9390","9c7f5966-957f-49b8-a6b3-59a8acd58b98","CHEVALIER ALEXIS LICHINE MERLOT","Région : Le Chevalier Lichine Merlot est probablement produit dans une région viticole réputée pour le Merlot, comme Bordeaux en France.
Terroir : Les sols argileux et calcaires, associés à un climat tempéré avec des étés chauds et des hivers doux, sont idéaux pour le Merlot, permettant au cépage de développer des arômes riches et une texture veloutée.
Caractéristiques du Cépage
Cépage : Merlot
Couleur : Rouge
Robe : Le Chevalier Lichine Merlot présente généralement une robe rubis profonde avec des reflets pourpres.
Profil Aromatique et Gustatif
Arômes : Ce vin est souvent riche en arômes de fruits rouges et noirs tels que la cerise, la prune, la mûre et le cassis. On peut également détecter des notes de chocolat, de vanille, de réglisse et parfois une touche de tabac ou de cuir, surtout si le vin a été vieilli en fûts de chêne.
Saveurs : En bouche, le Chevalier Lichine Merlot est généralement rond et souple, avec des tanins doux et bien intégrés. Les saveurs fruitées se confirment, accompagnées de nuances épicées et boisées, offrant une texture veloutée et une finale persistante.
Accords Mets et Vins
Viandes : Ce vin se marie parfaitement avec les viandes rouges grillées, les rôtis, le porc, l'agneau et les plats mijotés.
Fromages : Il accompagne bien les fromages","3200","1","1","1727742698.jpg","600","en stock","2024-07-16 23:38:03","2024-10-01 00:31:38","9c872aaa-e4bc-4fea-b083-bb57512a4322"
"9c8a3061-8548-417d-a719-e1bc94d8b295","9cc2745b-c791-4f80-90af-95cfd3660fae","BERGERAC HAUTES TERRES D'EXCEPTION","Région : Bergerac est une région viticole renommée située dans le département de la Dordogne, en Nouvelle-Aquitaine, près de Bordeaux.
Terroir : Le terroir de Bergerac comprend une variété de sols, notamment des sols argilo-calcaires, graveleux et limoneux. Le climat est influencé par l'océan Atlantique, offrant des étés chauds et des hivers doux, propices à la culture de divers cépages.
Cépages
Les vins de Bergerac Hautes Terres d'Exception peuvent être produits à partir d'un mélange de cépages traditionnels tels que Merlot, Cabernet Sauvignon, Cabernet Franc, Malbec, et parfois Sauvignon Blanc et Sémillon pour les vins blancs.
Profil Aromatique et Gustatif
Arômes : Ce vin rouge est souvent caractérisé par des arômes de fruits rouges et noirs tels que la cerise, la prune, et parfois des notes de cassis et de mûre. On peut également y trouver des nuances épicées, florales et parfois des notes boisées légères si le vin a été vieilli en fûts de chêne.
Saveurs : En bouche, le Bergerac Hautes Terres d'Exception est généralement équilibré avec des tanins souples et une acidité modérée. Les saveurs fruitées se confirment, accompagnées de nuances de poivre noir, de vanille et parfois de tabac, offrant une finale persistante et agréable.
Accords Mets et Vins
Viandes : Ce vin se marie bien avec les viandes rouges grillées, les rôtis, le canard rôti et les plats à base de volaille.
Fromages : Il accompagne également les fromages à pâte molle comme le brie et le camembert, ainsi que les fromages de chèvre frais.
Plats : Les plats de cuisine régionale comme le confit de canard, les cassoulets, ainsi que les plats de pâtes et les pizzas sont de bonnes options.
Température de Service et Potentiel de Garde
Température de Service : Il est recommandé de servir ce vin à une température comprise entre 16 et 18°C pour permettre aux arômes et saveurs de s'exprimer pleinement.
Potentiel de Garde : Le Bergerac Hautes Terres d'Exception peut être consommé jeune pour apprécier sa fraîcheur fruitée, mais il peut également vieillir pendant quelques années (3 à 5 ans) pour développer des caractéristiques plus complexes et une texture plus ronde.
Conclusion
En résumé, le Bergerac Hautes Terres d'Exception est un vin rouge éléga","4000","1","1","1721213436.jpg","700","en stock","2024-07-16 23:41:51","2024-10-01 07:42:31","9c872aaa-e4bc-4fea-b083-bb57512a4322"
